book_id,review_text,n_votes
6391265,"This has got to be the most bizarre novel I have ever read. And yet, it's intriguing, beautiful and extremely well crafted. It is a work of art; a Paper-mache masterpiece formed of soul, soil and sweat to baptise the imagination. 
 --Tristan Sherwin, author of *Love: Expressed*",1
6391265,"Beware the blurb! Whichever wily marketeer decided to compare Plascencia with Gabriel Garcia Marquez and Italo Calvino did the writer no favours. A cloying mix of magic realism and metafiction, which suggests in turn the name-checked writers at their worst, the result is strangely soulless and the first 100 pages feel something of a chore. 
 The author has talent but as a first novel 'The People of Paper' tries hard to impress and the addition of the kitchen sink- one full of washing water- leads to the ickle cut-outs turning to mush. So many voices compete and yet they all sound the same. And the number of gimmicks in the book made me shudder remembering that 'Extremely Loud and Incredibly Close' debacle. 
 Thankfully I stuck around and when the meta-fiction really kicks in there is some heart delivered into the proceedings- the transplant The People of Paper needs. 
 I'd like to read a later and more mature work but this seems to be the only thing Plascencia has come up with, solus. Papercuts?",15
23754581,"This is an odd little book that doesn't conform to any definition. It has an air of fairy tale about it, but then there are security men talking into their wrists and people wearing casual attire. The character of the king could be a metaphor for any number of dictators - he's basically just evil and arbitrary and gluttonous, so maybe he's supposed to represent all that's bad in politics. You're left to draw your own conclusions. The story is simply told without much embellishment. It follows a straight course from beginning to end without giving much analysis of the protagonist. Again, you're left to draw your own conclusions about his character and how he feels about his plan. 
 I didn't engage emotionally with the story - the descriptions are a little too detached and the characters didn't interest me much. However, the author definitely has talent, and this is a fun little diversion, well paced and plotted. The author provided a review copy, and I will happily read his work because I was very impressed with his stories in his book Abandoned.",0
23754581,"This is a charming story told from a unique point of view, that of a royal food taster. In the beginning I thought I was reading something written like a fairy tale, but it soon became clear that it was a very modern monarchy. The author's use of language to create the detail of this one-of-a-kind modern fairy tale kingdom was brilliant! Descriptions of modern security guards, similar to Secret Service agents, blended seamlessly with images reminiscent of childhood fairly tales (the cabbage man, the king's obsequious entourage, etc.) to form something truly unique. 
 It didn't take me long to agree that the power-obsessed, narcissistic king needed to die, for reasons not nearly as noble as those of the royal food taster. I wasn't prepared, though, for all of the twists and turns. Each was as unexpected as perfectly plausible. 
 This story is a quick and delightful read. I highly recommend it. The language was so delicious that I read it twice! 
 At the end of the book is an added bonus of another short story, I Go By Tim. This one was also very well-written with an unexpected twist at the end.",0
23754581,"FYI all- 
 I've pulled this book from publication in order to bundle it in a new short story collection, currently scheduled for release late summer 2015. Thanks!",0
23754581,"Fast paced, well plotted with a twist at the end. I especially enjoyed how the little details made me questioning, in my mind, my preconceived image of a typical fairy tale setting as it is normally connected to things like kings and food tasters. A great story that I will read many times over in the years to come, mainly because the author is a true wordsmith.",1
23754581,"Review copy provided by the author. 
 There's a nice wry humour in this occasionally grim novella about the King's official food taster, a man who's also part of a conspiracy to kill the king. Heskett builds up the tension well, and in the short time he allows himself, describes a small world where everything revolves around the whim of a particularly unpleasant king, a man unaware of everyone else's dislike of him, from family members to foreign visitors, but also extremely concerned that no one poisons him. It turns out that's the least of his troubles. 
 The world includes CIA-type security guards, extravagant meals, a palace bereft of its former treasures, and a bunch of servants living in fear of their lives. 
 It's a quick read, but one that holds your attention from beginning to end.",2
3821360,"This book reviews the evidence for the various main forms of alternative medicine. The take-home message, for me, was that most of these treatments are completely ineffective but harmless, with two major exceptions. 
 First is herbal medicines, which are largely untested but some of which work. Of course they can also have just as bad side-effects as anything your doctor will prescribe for you, and there's no guarantee of the quality of the product. So that's a bit of a crap-shoot. 
 And the surprisingly scary one is chiropractic. It turns out your chiropractor can kill you! Who knew. 
 A study found that 'patients under forty-five years of age who had suffered torn arteries [in their neck:] were five times more likely to have visited a chiropractor in the week prior to the damage being recognised than healthy individuals of a similar age.' And the torn artery then gives you a stroke. 
 Anyway, it's interesting stuff, if occasionally bit dry, since inevitably a lot of the time it is reporting data from studies.",0
3821360,"This book is a guide to the efficacy of the most common forms of alternative medicine. It covers acupuncture, homeopathy, chiropractic and herbal medicine in considerable detail with an appendix covering many other treatments. As well as providing the evidence for which treatments work (very few, as it happens) it provides a history and an explanation for evidence-based medicine. This should be required reading for everyone who's even thinking of going the alternative route.",0
3821360,"I suspect that most people, like me, who bought this book did so because it validates their suspicions or even hostilty towards alternative medicine. In fact, When I picked up the book in the store I first had a quick check to make sure it wasn't pro-homeopathy and other nonsense therapies before purchasing it. I really enjoyed reading ""Trick or Treatment"", which I thought was very well-written and well-researched, as well as being full of interesting facts, figures, anecdotes and historical information.",0
3821360,"What is this book about? 
 All these complementary treatments we hear about- homeopathy, acupuncture ,aromatherapy, spiritual healing,reflexology.. you name it. Well, do they really work? It aims at answering these questions for you. 
 This is a bold mission in itself, but while boldness might imply cheek, Simon Singh sticks to a fact-of-the-matter tone, still retaining adequate chutzpah. 
 I'd call this book a reinforcement of common sense,and it deserves credit for being one that NEEDED to have been written. As you get from one page to the next, you'll be thanking yourself for picking it up. For heaven knows the sea of 'alternative' therapies we're surrounded by today. 
 Strangely, this book impressed me so much by defying all the ways I would have expected it to be written. 
 -First of all, there are no sensational accusations, mud-hurling or alarmist warnings at the very outset. The chapters on each therapy follow the clean, systematic build-up that the authors advocate all through, giving you a very clear understanding and insight of what goes into a clinical trial. 
 -Secondly, the book is clean of any satire. Your health is a serious subject, it is addressed seriously. Period. However, the issue of alternative medicine so pervades the life of the common man that one can't but read the lines with one's own personal satirical goggles. 
 This is the sort of book you want to kiss, that leaves you a little bit enraged yet releived. The authors ensure that their point is well understood and clearly conveyed, the information is presented with a view of genuine social responsibility.They go out of their way not just to present scientific evidence , but to demonstrate the relevance,indispensibility and foolproof architecture of the scientific method of investiation. 
 Now if you think this is a tome toting laws and drab facts and figures, you couldn't be more wrong. Not that it should matter, but the text is replete with historical and recent anecdotes- ranging from intriguing, disconcerting to plain shocking. And for a book about clinical test procedures, regulating bodies and phoney practitioners, it is also miraculously- whats the word?- compassionate. 
 Do yourself a favour, read this book. 
 Either way, if you choose not to and just take my word for it, here's some lines from the last chapter that made me want to cheer on the final climax. 
 ""Alternative therapists use the term 'alternative'to promote that they somehow exploit alternative aspects of science.The truth, however, is that there is no such thing as alternative science, just as there is no alternative biology, alternative anatomy, alternative testing or alternative evidence. The term 'alternative' is merely an attempt to escape from the truth by replacing knowledge derived from science by hunches derived from intuition, anecdote and tradition...""",0
3821360,"Trick or Treatment didn't have to carry me very far, I was already severely dubious of any from of alternative medicine, and it may in fact have made me reconsider my own point of view on a number of the treatments that apparently have some claim to efficacy, despite the authors' overwhelmingly negative conclusions with regards to the efficacy of alternative treatments. 
 However, I don't know whether I really appreciated its overall tone, which, while informative, struck me as too impassioned to be as neutral as they claimed to be. I agreed with their arguments, and I too was shocked and outraged when they presented the evidence and theory behind some of these treatments, homeopathy in particular. Unfortunately I don't think their arguments will be nearly as convincing when faced with someone who has a vested interested, or even a strong belief, in the treatments they describe. A lighter touch would probably be more convincing, and might have made it a slightly easier read. 
 That said, I came out of this book feeling significantly more knowledgable on the subject than I was when I started. The references that I followed up on proved solid and intriguing, which leads me to believe that the authors' position is both well researched and dependable. I thought it was interesting that one of the authors, Edzard Ernst, is an expert in the field of Complementary and Alternative medecine, and has even practiced homeopathy. 
 I should note that the book is written from a British perspective, and that all of the references to healthcare, costs, etc... are in pounds and the context of the NHS. I didn't mind this, as Canada's healthcare system seems fairly close to the UK system, and the majority of the information the book provides is location agnostic.",2
25142942,"Great from start to finish. Make sure you read the end matter, including the author interview. 
 Some other reviewers take issue with the author being white, that this is not his story to tell. Being white myself, I don't know how much validity my voice would add to an argument on either side of that. 
 However in general, it seems like any time you take on telling someone else's story it's risky. You have to do your research for sure and work really hard to be true to the experiences of your subjects. To me, this seemed well done in Lovecraft Country. I'm really interested to hear reviews from people who might say this IS their story to tell.",0
25142942,"My short review of this is: Cthulhu ain't got nothing on a mid-century white man when it comes to creating terror. This is a really great book of interconnecting stories about a black family in Chicago in 1953, and how they have to deal with both supernatural horrors and Jim Crow (yes, in the North--Ruff smartly makes sure we know all of this is happening in the North). Extremely fun.",0
25142942,"Superb blending off Lovecraft and the Jim Crow era 
 A truly superb work of fiction. It has all the Lovecraftian themes one could hope for, a lot of occult societies that perfectly mimic real life ones, in behavior of not in abilities, and paints a perfect picture of the period in time when blacks were legally and officially treated as second class citizens. It is both tongue in cheek and serious. It has pathos. 
 The story progress in vignettes, but they all tie in to the overall narrative seamlessly. There's neither a boring vignette, nor one that doesn't perfectly move the story along. Character development is fantastic with the possible exception of Ruby, who comes across a bit too one dimensional. 
 The villains, especially the main one, are understandable, and probably not villainous in their own eyes. They simply have goals that may not be shared by the protagonists, and a total disregard for others' rights, which again is logical considering that civil rights were still far in the future. 
 The use of an Adamic language is a nice touch, and reminiscent of Enochian, an actual ""received"" angelic language channeled centuries ago by John Dee and Edward Kelly, and reputed to be the language of creation. Many of the themes regarding the occult have obviously been researched carefully, and of course tweaked with fine poetic license. 
 I'm going to have to look for more books by the same author. This book was a very enjoyable read.",0
25142942,One of the best books I've read this year so far. Probably in my top ten of the year.,0
25142942,"I was on the edge of my seat, though, some things you could see coming. I enjoyed how the author wove real experiences into the narrative, like passing, 
 traveling while black and and dealing with Jim Crow. I recommend this read!",0
1307033,"This is a very good introductory to cats. It covers a broad range of topics with a good amount of detail. I am an animal sciences major and we used this as a textbook in one of our courses, so that should tell you something about the quality of information. 
 There are definite points of view expressed in this guide, but I've found them to be in line with everything else I have learned from the veterinary community as well as animal shelters. People may disagree with some of the stances taken by the ASPCA, but there is good evidence for those expressed in this book. 
 The companion guide for dogs is identical in format, and some of the information in the health section is almost word-for-word the same. The two are very comparable in quality.",0
1307033,becca,0
287219,Incredibly silly and oh so much fun. I pick this up when I want a laugh.,0
287219,"Not really a book you read so much as look at, but a fun one anyway. One of the 50s' greatest portraitists (ugly word, that) captures his famous (at the time, anyway) subjects mid-air. Fun!",0
17229039,"I thought this was great. Whilst there is still a lot of drama through out, this book is more about setting up the plot for the next instalment. 
 New characters are introduced and new relationships are formed, as well as character development. We also learn more of the history of Morganville and why it exists. 
 Midnight Alley is a somewhat slower story but definitely don't skip it.",0
1514829,"Why had I never heard of this book before I picked it up, and why isn't it better known? This is capital-L Literature, which I wouldn't have read if it hadn't had aeroplanes on the cover. Salter flew in the Korean war and describes it so vividly you can smell the inside of the cockpit.",0
31372908,"I loved every second I spent reading this book and I never wanted the story to end. 
 A life that ended in a second and a family split from grief. 
 Everything can change in a heartbeat but love prevails from the other side. 
 Highly recommended.",2
31372908,"I was sent a copy of the novel by the author in return for an honest review. 
 With nods to film classics It's a Wonderful Life and Ghost, Colette McCormick's debut is a light fantasy romance which follows Ellen Reed coming to terms with her premature death. Caught somewhere between the living and The Other Side (Heaven, if you're a believer in Christian theory), Ellen is accompanied by George, her novice Guide (an angel, ditto earlier) who helps her to tie up loose ends with her remaining family - her six-year-old daughter, her husband and her difficult mother - and steers her towards acceptance of her state. There are no spoilers here as we are told this almost from the outset. 
 If this makes it sound a little depressing, it really, really isn't. If anything it's the opposite: life affirming. There are moments of humour and joy as well as sadness and if you enjoy gentle family dramas then you should enjoy this. McCormick is at her strongest in the depiction of domestic detail and parenthood. Touching moments include Ellen's laughter as she observes husband Marc struggling to wrap Christmas presents and sadness when he finally clears away her possessions and discovers the usual flim-flam hidden in women's underwear drawers: the plastic wristbands strapped to infants in maternity units, pressed flowers and wedding invitations. McCormick has a keen eye for such detail and such observations will have many readers nodding in acknowledgement. The leads are likeable and McCormick clearly holds great affection for all her characters. 
 This is a gentle, warm-hearted read and it is as comforting as chicken broth on a cold afternoon.",2
1179502,I got this book as a companion to the PBS documentary of the same name that aired over ten years ago. I have always been interested in European history from about 1870 through World War 2. I loved the documentary and this book has a lot of rarely seen photographs with commentary and articles by noted historians.,0
1024948,"This is a great book for anybody to read that wants to understand all that nasty stuff nobody is willing to discuss in public! With great illustrations, you'll learn about all the animals out there that are disgusting and all around us! After reading this book, you'll never eat food touched by a fly again! A great read!",0
1558673,Really delightful.,0
1558673,"Basho, the greatest #Haiku poet in #Japan learns to be humble and wins over a #fox.",0
1558673,"Love it! Well-told with large, detailed illustrations, lovely haiku, and a perfect twist at the end!",2
1141891,"Superb. Evocative, suspenseful, well paced. Plot got a little overstretched towards the end, otherwise very close to 5 stars.",0
25366765,"After reading Mardan's Mark, I wasn't sure how Healer's Curse could compete. The novella follows the events that are happening at home during the events of Book 1. I wasn't disappointed. I could see how this novella was setting things up for book 2, but it also managed to be it's own story. Elilan was strong like Srilani, but also vulnerable and I couldn't help but root for her. And the main guy? Well, he gave Aldan a run for his money. I'm really looking forward to seeing all these characters together in the next book! 
 I was given a copy of Healer's Curse in exchange for my honest review/recommendation",0
25366765,"I had the honor and pleasure of reading an electronic advance copy of Healer's Curse by Kathrese McKee. Healer's Curse is a novella in her Mardan's Mark Series. The novella is a cute romantic fantasy set in northern half of the twin kingdoms, which rather reminds me of the divided kingdoms of Israel and Judah, transplanted to the south near the gulf of Mexico and the Mississippi river, all re-named. The novella's back story appears to be events from the first novel in the series, and I suspect the heroine is a minor character in that tale. If so, that makes this all the more interesting. I found the back story references raise reader interest in the larger series without being too intrusive. 
 The heroine of Healer's Curse is medieval doctor, Lady Elilan, only eighteen-years-old and already a widow, whose late husband has died after only a year of marriage. To make the tragedy greater for her, she was already an orphan, her husband was a dear childhood friend, and she has a supernatural gift of healing, which she'd attempted to use with her husband to no avail. This naturally brings guilt and confusion as she asks what many believers ask, why didn't God heal him? On top of it, gossipy neighbors have rather cruel opinions on the matter, thinking she caused or allowed her husband's death. She becomes afraid to use her gift at all, which is only further cemented when she attempts it again with her ailing mother-in-law and again El (God) doesn't allow the healing and her mother-in-law dies. 
 The romantic element is when she finds herself treating a soldier from the southern kingdom, which adds further conflict since there is friction between the two kingdoms, with many northerners wanting a total separation, and she has many separatists in her family. Though she does a really good job of resisting those influences and treating all patients fairly in my reading. It is much harder for her to maintain her professional distance from her patient. 
 The novella Healer's Curse has good themes on bridging differences, the intersection faith and healing and tragedy. The voice has a lovely quality, perfectly suited to the first person narrator being a healer. If you enjoy Fantasy that is light on magic and light on violence and transports medieval worlds to maps closer to home (for Americans anyway), this will be a heart-warming, heart-soothing treat.",0
25366765,"I got this e-ARC in exchange for an honest review. 
 When I heard that this book would be released before the second book in the series, I was disappointed. But after reading it, I am glad that the author had taken the time to write it. At the end of Mardan's Mark, I had 2 thoughts. One was that it would have been better with a map of the realm included in the book and the other was that it could have included tidings of happenings at the palace in the absence of the Princesses and the Prince. The author, Kathrese McKee must be a mind reader because that's what this novella is about. 
 The blurb is rather short but it sums up the story very well. We are introduced to new characters like Elilan and Raymon while we reacquaint ourselves with a few known ones like Judge Elison and Greyson etc., While Srilani and others are struggling to head back home, we get to know Elilan, to whom Renee was apprenticed. I think the look given to Elilan in the book cover is quite right. She is a gentle waif but who has a backbone of steel and a quirky sense of humour while Raymon is most times serious and sometimes roguish, Both are stubborn in their own way and their story is more the enjoyable for it. There are other characters coming and going and they all form the details of the book. We become more familiar with the Royalty families of Northern and Southern Marst. The plot is straight forward enough with just a twist or two thrown in. The romantic element forms the major part of the story this time with just a little bit of action added to spice it up. It's a good continuation to the series and I am most eagerly waiting to get my hands on the next book. 
 *Sighs* I have to wait some more to read about Srilani and Elilan and others but you don't have to, if you want to try out the series. Grab Mardan's Mark and get introduced to a good session of fantasy. 
 My one line review : Greater part romance and lesser part action makes Healer's Curse a good sequel! 
 My rating : 5/5 
 My reread factor : 4/5 
 Floryie @ http://thebookdrealms.blogspot.com",1
25366765,"I have not read Mardan's Mark but wanted to read this novella from the series because I like to read stories about female healers when I find them. And no, I'm not a healer of any type. I enjoyed this novella and would read more by Ms. McKee. She is a skilled writer and I imagine that had I read Mardan's Mark, I may have enjoyed this story even more. However, my rating of four stars just goes to show you that Healer's Curse also makes a good stand-alone that is well worth the time.",1
17665483,"I just finished reading A Goddess Curse. I loved how the author placed the Goddess Hera in modern times, returning to earth after a very long self exile. Having her interviewed by a typical daytime chat fest show show host on a typical daytime talk show was a clever setting. The setting allowed Hera to be questioned about her history as a petty vengeful shrew and gave her the chance to set the record straight, which she does. It was particularly interesting how she compared the gods history of petty squabbles amongst themselves with current events going on in the world today, from politics to war around the world. This short story was a very clever way to make readers give some thought to that old addage: 'The more things change, the more things stay the same'. I felt the author, Luciana Cavallaro, ended her short story on a fairly upbeat note when Hera tells her host that we're not doing so bad, despite how things may seem. I highly recommend this short story to everyone.",1
17665483,"An inventive and engaging short story that looks at ancient history through the lens of our modern love of spectacle -- in this case a television talk show. In A Goddess' Curse, author Luciana Cavallaro (@ClucianaLuciana) has once again found an interesting way to re-examine characters from classic literature, in this case Hera, the most powerful goddess on Mount Olympus and wife of Zeus. 
 My review is based on a copy of the story provided by the author for that purpose. 
 As Ms. Cavallaro did with the conversations between Helen and the historian in The Curse of Troy (my review), the concept of being on the talk show of host Drake Dabbler allows Hera to both explain and defend her actions, which earned her a reputation as vengeful and extremely jealous. The story moves quickly with the high points of Hera's life touched on in her often contentious banter with Dabbler, but those unfamiliar with the mythology will still enjoy the ride and likely will end up with the urge to delve deeper into Hera's life. 
 In fact, this would make an excellent addition to a high-school literature class, with the very modern elements serving to whet the appetite to learn more of the historical record. 
 There is a bit of a twist at the end, which savvy readers may sense is coming. For my part, a college class decades ago taught me it is unwise to get too comfortable when dealing with Greek gods and goddesses. 
 More years ago than I care to remember, I attended Augustana College in Rock Island, Illinois. I didn't graduate from the small, private, horrendously-expensive-even-then, liberal-arts college -- not even close. But I did manage to take a world literature class taught by the late Dorothy Parkander, who, to me, will forever be the perfect model of an English professor: smart, articulate, biting in the face of foolishness but warm and nurturing to a fault when helping students realize the wonders of the word. 
 As one of the 40,000 students she taught at the college once said: ""to attend Augustana sans a Dorothy Parkander course is to eat a meal without an entree or stay only for a play's intermission."" An unfocused underachiever during my first go-round at higher education, I consider the B+ received from Professor Parkander in that class, in which we studied Homer's Odyssey, among my top achievements. 
 While reading A Goddess' Curse, I believe on more than one occasion I heard echoes of Professor Parkander as she described the meaning of ""hubris."" :)",1
35062852,"The moment I read the opening line of the first story in this collection (from ""Chocolate Surprise"" by E. Kaiser Writes) -- ""It is a truth universally acknowledged that a single woman, in possession of any income at all, must be in want of some chocolate."" -- I knew I was going to have the best time reading these stories. I was right. ^_^ 
 From the lovely introduction right through each of these nine tales to the end of the collection, I was touched and charmed and smiling (or laughing), and overall delighting in finding these sweet gems, retelling or otherwise revisiting Jane Austen's tales in many different colorful ways. 
 We have four set in modern times, two in the original time period (like a direct prequel and sequel), one in the 1950s, one non-magical fantasy, one kingdom adventure, and even a sci-fi story! Three involve Emma, two Pride and Prejudice, two Mansfield Park, and one each of Persuasion and Sense and Sensibility. I enjoyed them all! 
 Below are my mini-thoughts on each entry. Second Impressions (I love the play on titles, harking back to Pride and Prejudice's early title ""First Impressions""!) is a lovely add-on to the Vintage Jane Austen series. One thing is for sure: if you like Jane Austen's works at all, you're going to want to give these stories a try! :) 
 Introduction - Hannah Scheele 
 5 stars 
 Hannah collected a varied and sweet bunch of stories in the contest for this collection, designed absolutely gorgeous covers for the Vintage Jane Austen series, and wrote a delightful introduction too! This was a lovely introduction, full of heart and honesty and a touch of wit; perfect for the collection. I read it twice, before and after reading the stories. It made me happy. ^_^ 
 Chocolate Surprise - E. Kaiser Writes 
 5 stars 
 At the beginning, I wasn't totally sure which retelling this was, or if I'd like it, but pretty soon everything clicked and I was like ""OH!"" and the pieces fell together. And I loved the end! I also loved the letter, and Kingston was great. :D It's set in the 1950s, and the color and detail was fabulous and so vivid. I shall allow you to discover the story it retells, yourself, but overall I really enjoyed it! :) 
 Gently Pursued, Finally Persuaded - Gail Bryant 
 5 stars 
 Aww, so sweet! :) A Contemporary retelling of Persuasion, set in the 1990s, this was an unconventional love story, with a Christian theme and a thread of humor. It said this was the author's first short story, but you would never have known it! The writing was well seasoned and full of clever or fun turns of phrases scattered throughout. The story left me with a smile. ^_^ Lovely! 
 The Secret of Pemberly Estate - Therese Peyton 
 4 stars 
 I wasn't so sure about this one. It's a direct sort of sequel to Pride and Prejudice, set in 1815. I had just re-read Pride and Prejudice, and some of the characters in this story seemed to act out of character, to me at least, and some of the plot confused me. It was, however, very original/thrilling/theatrical, like a mystery. Not my favorite, but it did have vivid imagery and was an interesting read. :) 
 Emma's Irritation - Mikayla Holman 
 5 stars 
 Eep, I loved this one! It's a sort of prequel, set a few years before Emma, and features a teenage Emma and her relationship with Mr. Knightley, as well as some scenes fans of Emma will find intriguing and fun. Mr. Knightley felt very Mr. Knightley ish! He was great. And I could imagine Emma herself being something like that as a teen. I loved the bantering dialog and fun! And just... really enjoyed it. :) 
 Mother's Day - Jennifer Baxter 
 5 stars 
 Aww! ^_^ I can't really explain this one without giving it away, somehow, but it was an extremely unique and touching twist on a Sense and Sensibility story in a modern setting. It's very short, but every word counts, and just... I don't know! It was subtle but just lovely. :) 
 The Mansfield - E. Kaiser Writes 
 5 stars 
 OH MY GOODNESS. This story! I never would have imagined Jane Austen in space would work as well as this did. The idea of Mansfield Park's story taking place on a spaceship (instead of in a mansion) was genius and worked astonishingly well. The characters and dialog were great (the worldbuilding too) and the Mansfield Park story translated SO well to this new in-space setting that it was just delightful! :) I don't even read much sci-fi but this was great. XD 
 Elaina - Hannah Jones 
 5 stars 
 I was trying to categorize this, and I think I came up with Christian Fiction and the newly named Kingdom-Adventure genre. (There wasn't really adventure? But hey.) This retelling of Emma set in a kingdom of knights. etc., and featuring her as a princess, was so neat! Again, it translated really well, and I thought that was great fun. :) Amazing how well a little kingdom works to replace Emma's small town! 
 Peace in the Orchard - E. Kaiser Writes 
 5 stars 
 Imagine Pride and Prejudice set in an idyllic, non-magical, fantasy-type kingdom where Mr. Darcy is a dragon-slaying king, and you pretty much have this one in a nutshell. XD There's a lot of lovely description of this original, fantastic world, and it mainly focuses on the Elizabeth and Jane characters. The orchard scene at the end was my favorite. :) 
 Maid in Houston - Jennifer Baxter 
 4 stars 
 This was a Contemporary retelling of Mansfield Park, featuring a Hispanic heroine -- who I quite liked -- and a modern setting in Houston. It was a little strange to me, but had some lovely parts and overall it was a very good retelling of Mansfield Park, and so fluidly written and original! It's about every-day people, and I loved that. The part at the end about love was beautiful. ^_^ 
 OVERALL: 
 What an absolutely sweet (and varied!) collection of retellings! I absolutely loved these little tales -- all so unique, and either funny, touching, or just plain enjoyable. ^_^ Some are modern, others historical, or with a dash of kingdoms/light fantasy, and even a sci-fi story! Lovely Jane-Austen-esque gems by talented authors, this collection of stories is a wonderful addition to the Vintage Jane Austen series, and if you're an Austen fan, you definitely need to give this sweet bundle of tales a try. Excuse me while I hug it. 
 NOTES: 
 I received a free e-copy of this book for review purposes; these opinions are entirely my own. 
 This review was originally posted on the Page Dreamer as part of the Vintage Jane Austen Blog Event: https://thepagedreamer.wordpress.com/...",5
22738140,"No Test For The Wicked is the fifth book in the Lexi Carmichael mystery/romance series. It is extremely well written and professionally edited. 
 High school wasn't good for Lexi, cyber investigator, the first time around and when she has to pose as a high school student to investigate hackers at a prestigious private school the second time isn't much better. Especially when the terrorists show up. 
 I love Lexi's character and watching my favorite nerd girl growing as a person. In fact, the funniest and loveliest moments in this book are when she is feeling her way through her interactions with others. I was a little disappointed at the lack of appearance of some of the secondary characters. The break with Finn has been glossed over in the last two books, which really doesn't fit in with his Lexi obsessed and strong willed character in earlier books. 
 The plot was suspense filled and fast paced. It was a believable scenario and I love how it paralleled current events. The ending was poignant, but filled with hope, so I guess I would qualify it as a HFN. 
 I am a major Lexi Carmichael fan girl and I highly recommend this book and series. 
 ARC provided by the publisher via Netgalley.",0
22738140,Absolutely loved this latest installment. Lexi is adorable. So happy for Elvis. This series is just great.,0
22738140,"What is this book--a contemporary sort-of romance, a New Adult novel, a suspense? Now that I think about it, a little of each. At least insofar as the main character, Lexi, is in her twenties, but has to assume the guise of a high school student in order to take down a group of student hackers wreaking havoc in the school's electronics records systems. 
 In going under cover, far more cyber-terrorism dangers surround the school, including Lexi, the students, and freaking out parents as well as her first boyfriend, an Italian hunk I'd like to meet. 
 Fun and exciting, I think I'll opt for suspense.",0
22738140,"I really like this series and Lexi, and thought this was one of the better ones. The whole school takeover part made it hard to put down. Can't wait for the next one.",0
22738140,"I think No Test for the Wicked is the best of the Lexi Charmichael Mysteries and I absolutely loved them all. 
 Lexi's greatest nightmare has come to life; she is going back to high school! The students of a private Gifted and Technology campus are battling the boredom of the classroom by hacking into the schools administrative system and playing with grades. Lexi is sure she can provide the technology to block them but to end the problem she has to locate the students involved and find a way to convince them that cracking is a bad choice of entertainment. 
 Having to play the role of a student would be bad enough but the problem becomes one of life or death when terrorists take over the school.",0
23307444,"I used to wonder how I began reviewing children's books now and again. Then I figured it out. There is still a small child inside me with that same love of books ever since I figured out the amazing worlds tucked inside those covers. 
 This book is a tale of tolerance for those different from us. Different doesn't mean bad or evil. 
 Monica is smaller and lighter furred than other monkeys. They pick on her constantly until that day when her differences save them all. 
 A fun little book with some fine artwork that will surely delight the wee ones.",0
23307444,"Book: Monica The Monkey Saves The Day 
 Author: Rachel Michaels 
 Publication Date: 9/28/2014 
 Reviewed by: Tammy Payne- Book Nook Nuts 
 My Rating: 5 Stars 
 REVIEW 
 This is a very cute and well written book about a Monkey who deals with bullies. 
 Monica is left all alone after her good friend has gone away for the day and she decides to go to Monkey Beach. The reason she doesn't like to go there is the other Monkeys have always made fun of her for being smaller and different. 
 See Monkey prefers to live in the jungle with her animal friends and the other monkeys find that strange. 
 While playing in the water she over hears the other monkeys making fun of her and it hurts Monica's feelings. 
 Then Monica over hears a bunch of noise and then they are all trapped by a hunter in a net. But Monica is not to worried because although her friends are much larger she is small which means she can get out and go for help . 
 Moral of the story. Just because you are different does not mean you are not perfect. 
 Monica The Monkey Saves The Day",0
23307444,"Monica Monkey visits Monkey Beach when his friend Geoff is gone. She has had trouble at Monkey beach in the past. Monica doesn't seem to fit in with the other monkeys. They make fun of her because she is small and not their same color. She has to eat by herself. When they are caught and put in a cage by hunters it is Monica who must save them. 
 I received a copy to facilitate my review. The opinions expressed here are my own.",0
23307444,"Monica the Monkey is made fun of for being different. It doesn't make her feel good. This is a good book to help teach children it's not nice to make fun of something a person cannot change about themselves, like skin color, hair color, height, weight, or size. 
 My three year old and I really enjoyed the colorful illustrations. 
 I give this book 5/5.",0
9542800,"The death drive is the will to repeat a motion, even at the expense of life. There is no other course here, than to perform the material motion, regardless of its outcome. 
 Cute bunnies juxtapose against the purely mechanical and impersonal, even if that action is the senseless repetition of humans in pursuit of innocent and inane desires. 
 This is how our world is characterized; as a cold mechanical repetition of drive, given endless permission to do its own thing. Because as producers or consumers, our actions and desires only exist as a cut up narrative, without hook into the larger production of life. The military-industrial complex is too big for anyone to comprehend. Its logistics cannot be captured in anything except abstractly as a balance sheet. Its bureaucratic organization is made only to repeat narrow channels of action. Dawn of the Bunny Suicides expresses this capitalist-industrial sentiment when we begin to notice only the here and now, as our organic experience of life; our lifeworld is split, cut and presented as a series of present moments only, in which there is nothing but repetition of desire and mechanical to-do motion.",0
9542800,No nie je to genialne? :D,0
9542800,Cadeautje uit Duitsland :) uitermate geschikt voor sarcastische buien.,0
9542800,"Vite, jaka je nejlepsi odpocinkova kniha? Ta, u ktere nemusite cist.. proste obrazky. A nejlip.. kdyz ty obrazky jsou tak krasne morbidni! :D 
 No.. proste.. tohle musi kazdy milovat!!!",0
9542800,This is one of the saddest books I've ever read x3,0
11191976,"I have seen the movie, a long time ago, but the book was still a pleasant surprise!",0
11191976,Valdigt bra barnklassiker.,0
11191976,En riktigt fin saga :),0
13508720,"I very much enjoyed the book, I found the subject matter both useful and uplifting.",0
